detalle_id,pedido_id,producto_id,cantidad,subtotal
1100,363,6,3,720.0
1101,363,3,1,520.0
1102,363,2,5,1400.0
1103,364,19,1,580.0
1104,364,8,2,780.0
1105,365,18,3,1050.0
1106,365,14,5,2200.0
1107,366,5,1,380.0
1108,366,4,1,310.0
1109,366,14,1,440.0
1110,366,3,1,520.0
1111,367,16,2,980.0
1112,367,14,1,440.0
1113,367,9,5,1800.0
1114,368,16,2,980.0
1115,368,14,1,440.0
1116,368,1,1,450.0
1117,368,15,2,1100.0
1118,369,8,3,1170.0
1119,369,6,10,2400.0
1120,370,15,1,550.0
1121,370,19,1,580.0
1122,370,14,2,880.0
1123,371,19,1,580.0
1124,371,10,1,480.0
1125,371,18,4,1400.0
1126,372,5,1,380.0
1127,372,16,1,490.0
1128,372,15,1,550.0
1129,372,12,1,420.0
1130,373,14,1,440.0
1131,373,11,3,960.0
1132,373,19,1,580.0
1133,373,17,2,800.0
1134,374,15,1,550.0
1135,374,19,2,1160.0
1136,374,17,1,400.0
1137,374,10,1,480.0
1138,374,4,2,620.0
1139,375,2,2,560.0
1140,375,3,3,1560.0
1141,376,9,1,360.0
1142,376,11,2,640.0
1143,376,20,1,460.0
1144,376,7,2,820.0
1145,377,3,15,7800.0
1146,378,18,6,2100.0
1147,378,2,8,2240.0
1148,378,6,3,720.0
1149,378,16,6,2940.0
1150,379,7,11,4510.0
1151,380,20,13,5980.0
1152,381,19,13,7540.0
1153,381,16,6,2940.0
1154,381,20,23,10580.0
1155,382,19,28,16240.0
1156,383,20,18,8280.0
1157,384,6,13,3120.0
1158,384,2,12,3360.0
1159,384,15,12,6600.0
1160,385,18,20,7000.0
1161,385,14,28,12320.0
1162,386,12,4,1680.0
1163,386,2,5,1400.0
1164,386,7,4,1640.0
1165,386,13,2,940.0
1166,386,19,5,2900.0
1167,387,9,52,18720.0
1168,388,6,75,18000.0
1169,389,11,4,1280.0
1170,389,9,3,1080.0
1171,389,18,1,350.0
1172,389,15,1,550.0
1173,389,17,1,400.0
1174,390,8,2,780.0
1175,390,17,2,800.0
1176,390,12,1,420.0
1177,390,3,1,520.0
1178,390,11,2,640.0
1179,391,6,5,1200.0
1180,391,7,15,6150.0
1181,392,17,4,1600.0
1182,392,13,6,2820.0
1183,392,19,7,4060.0
1184,393,7,1,410.0
1185,393,10,1,480.0
1186,393,13,1,470.0
1187,393,11,6,1920.0
1188,394,19,6,3480.0
1189,395,4,20,6200.0
1190,396,4,7,2170.0
1191,396,13,6,2820.0
1192,396,11,6,1920.0
1193,396,16,1,490.0
1194,396,12,5,2100.0
1195,397,10,7,3360.0
1196,397,7,3,1230.0
1197,397,4,6,1860.0
1198,397,2,9,2520.0
1199,398,8,4,1560.0
1200,398,9,2,720.0
1201,398,20,9,4140.0
1202,399,14,17,7480.0
1203,400,1,6,2700.0
1204,401,15,1,550.0
1205,401,11,1,320.0
1206,401,2,2,560.0
1207,402,7,2,820.0
1208,402,20,1,460.0
1209,402,17,1,400.0
1210,402,16,1,490.0
1211,403,17,2,800.0
1212,403,8,1,390.0
1213,403,1,1,450.0
1214,403,16,1,490.0
1215,404,9,2,720.0
1216,404,10,1,480.0
1217,404,13,1,470.0
1218,404,5,1,380.0
1219,404,20,2,920.0
1220,405,20,1,460.0
1221,405,13,1,470.0
1222,405,3,1,520.0
1223,405,6,4,960.0
1224,406,17,5,2000.0
1225,407,8,2,780.0
1226,407,9,2,720.0
1227,407,11,2,640.0
1228,407,13,1,470.0
1229,407,12,2,840.0
1230,408,5,2,760.0
1231,408,2,2,560.0
1232,408,14,1,440.0
1233,408,12,1,420.0
1234,408,8,1,390.0
1235,409,6,2,480.0
1236,409,17,1,400.0
1237,409,11,1,320.0
1238,409,10,1,480.0
1239,410,15,14,7700.0
1240,410,10,30,14400.0
1241,411,17,50,20000.0
1242,412,15,8,4400.0
1243,412,3,7,3640.0
1244,412,16,3,1470.0
1245,412,17,23,9200.0
